# saved on 06.03.2022 by lrlunin
#  exported data from ptb bessy evaluation on 08102020
# fit exported with good x finess, check 5. Re-function fit.ipynb for source fit function and coefficients
#  photon energy [eV], fit response [ADU/photon],  fit -> quantum efficiency [%]
1.679745958429561142e+03,1.644946135748979259e+02,6.469392342468833768e-01
1.681185527328714443e+03,1.647788112226945998e+02,6.475020328564387029e-01
1.682625096227867516e+03,1.650637301673200739e+02,6.480667003890947520e-01
1.684064665127020817e+03,1.653493726590243114e+02,6.486332408793740179e-01
1.685504234026173890e+03,1.656357409555249660e+02,6.492016583772853844e-01
1.686943802925327191e+03,1.659228373220370827e+02,6.497719569483733082e-01
1.688383371824480264e+03,1.662106640313018033e+02,6.503441406737651143e-01
1.689822940723633565e+03,1.664992233636162098e+02,6.509182136502199567e-01
1.691262509622786638e+03,1.667884309700064307e+02,6.514938415771486246e-01
1.692702078521939939e+03,1.670710102920566840e+02,6.520426216273316200e-01
1.694141647421093239e+03,1.673542908222774486e+02,6.525932033848617086e-01
1.695581216320246313e+03,1.676382747093134071e+02,6.531455906321884664e-01
1.697020785219399613e+03,1.679229641087844698e+02,6.536997871660816806e-01
1.698460354118552686e+03,1.682083611833128316e+02,6.542557967976743161e-01
1.699899923017705987e+03,1.684944681025496322e+02,6.548136233525058136e-01
1.701339491916859060e+03,1.687812870432018713e+02,6.553732706705654998e-01
1.702779060816012361e+03,1.690688201890597213e+02,6.559347426063377728e-01
1.704218629715165434e+03,1.693570697310234152e+02,6.564980430288441804e-01
1.705658198614318735e+03,1.696445393725419706e+02,6.570573719395260692e-01
1.707097767513471808e+03,1.699268610250787503e+02,6.575958354259087146e-01
1.708537336412625109e+03,1.702098683913857826e+02,6.581360429129750056e-01
1.709976905311778182e+03,1.704935635361910613e+02,6.586779979728760726e-01
1.711416474210931483e+03,1.707779485307873699e+02,6.592217041910835018e-01
1.712856043110084556e+03,1.710630254530559569e+02,6.597671651664268611e-01
1.714295612009237857e+03,1.713487963874921718e+02,6.603143845111358878e-01
1.715735180908391158e+03,1.716352634252300220e+02,6.608633658508777931e-01
1.717174749807544231e+03,1.719224286640671266e+02,6.614141128247983392e-01
1.718614318706697532e+03,1.722102942084900405e+02,6.619666290855619195e-01
1.720053887605850605e+03,1.724974227890079703e+02,6.625153900321008038e-01
1.721493456505003905e+03,1.727821042471885562e+02,6.630538423274630055e-01
1.722933025404156979e+03,1.730674693945187528e+02,6.635940163074743881e-01
1.724372594303310279e+03,1.733535202685122272e+02,6.641359154660931852e-01
1.725812163202463353e+03,1.736402589130898377e+02,6.646795433101460038e-01
1.727251732101616653e+03,1.739276873786036504e+02,6.652249033593667926e-01
1.728691301000769727e+03,1.742158077218606707e+02,6.657719991464324805e-01
1.730130869899923027e+03,1.745046220061472866e+02,6.663208342170030551e-01
1.731570438799076101e+03,1.747941323012530290e+02,6.668714121297579789e-01
1.733010007698229401e+03,1.750843406834950429e+02,6.674237364564359343e-01
1.734449576597382475e+03,1.753732828967702915e+02,6.679703212940035773e-01
1.735889145496535775e+03,1.756591346924232369e+02,6.685042383965588142e-01
1.737328714395689076e+03,1.759456623099388253e+02,6.690398405178722419e-01
1.738768283294842149e+03,1.762328677366474210e+02,6.695771310233787910e-01
1.740207852193995450e+03,1.765207529660343653e+02,6.701161132907431650e-01
1.741647421093148523e+03,1.768093199977622589e+02,6.706567907098940351e-01
1.743086989992301824e+03,1.770985708376941545e+02,6.711991666830604553e-01
1.744526558891454897e+03,1.773885074979158105e+02,6.717432446248066125e-01
1.745966127790608198e+03,1.776791319967589970e+02,6.722890279620683529e-01
1.747405696689761271e+03,1.779704463588241765e+02,6.728365201341880431e-01
1.748845265588914572e+03,1.782606237595431651e+02,6.733788160985290094e-01
1.750284834488067645e+03,1.785469387953393152e+02,6.739056419424815925e-01
1.751724403387220946e+03,1.788339185409273000e+02,6.744341087060848894e-01
1.753163972286374019e+03,1.791215649217341763e+02,6.749642196025090746e-01
1.754603541185527320e+03,1.794098798690455112e+02,6.754959778564365580e-01
1.756043110084680393e+03,1.796988653200263855e+02,6.760293867040952920e-01
1.757482678983833694e+03,1.799885232177429089e+02,6.765644493932907455e-01
1.758922247882986994e+03,1.802788555111833091e+02,6.771011691834388779e-01
1.760361816782140068e+03,1.805698641552795323e+02,6.776395493455993346e-01
1.761801385681293368e+03,1.808615511109288150e+02,6.781795931625085316e-01
1.763240954580446441e+03,1.811528955650354646e+02,6.787174719244928323e-01
1.764680523479599742e+03,1.814390213249283477e+02,6.792349364201524242e-01
1.766120092378752815e+03,1.817257978543836714e+02,6.797539915771115826e-01
1.767559661277906116e+03,1.820132270074371377e+02,6.802746404383421819e-01
1.768999230177059189e+03,1.823013106436535793e+02,6.807968860575603909e-01
1.770438799076212490e+03,1.825900506281473952e+02,6.813207314992569819e-01
1.771878367975365563e+03,1.828794488316015645e+02,6.818461798387258632e-01
1.773317936874518864e+03,1.831695071302878830e+02,6.823732341620959430e-01
1.774757505773671937e+03,1.834602274060867728e+02,6.829018975663594393e-01
1.776197074672825238e+03,1.837516115465071778e+02,6.834321731594033000e-01
1.777636643571978311e+03,1.840436614447066574e+02,6.839640640600388455e-01
1.779076212471131612e+03,1.843303834952126010e+02,6.844753102497264097e-01
1.780515781370284913e+03,1.846172543579381511e+02,6.849862818804444142e-01
1.781955350269437986e+03,1.849047656436188731e+02,6.854988021697162592e-01
1.783394919168591287e+03,1.851929191488113702e+02,6.860128740222883881e-01
1.784834488067744360e+03,1.854817166753338142e+02,6.865285003530118280e-01
1.786274056966897660e+03,1.857711600302848467e+02,6.870456840868691684e-01
1.787713625866050734e+03,1.860612510260617114e+02,6.875644281590028717e-01
1.789153194765204034e+03,1.863519914803792119e+02,6.880847355147423627e-01
1.790592763664357108e+03,1.866433832162877877e+02,6.886066091096316732e-01
1.792032332563510408e+03,1.869354280621929263e+02,6.891300519094579746e-01
1.793471901462663482e+03,1.872238118379621596e+02,6.896391688470915327e-01
1.794911470361816782e+03,1.875101249299371773e+02,6.901398478836004990e-01
1.796351039260969856e+03,1.877970635341947627e+02,6.906420248291541553e-01
1.797790608160123156e+03,1.880846293756803220e+02,6.911457024240051927e-01
1.799230177059276457e+03,1.883728241842857472e+02,6.916508834177990117e-01
1.800669745958429530e+03,1.886616496948672079e+02,6.921575705696011438e-01
1.802109314857582831e+03,1.889511076472616082e+02,6.926657666479193454e-01
1.803548883756735904e+03,1.892411997863042075e+02,6.931754744307305760e-01
1.804988452655889205e+03,1.895319278618454462e+02,6.936866967055053124e-01
1.806428021555042278e+03,1.898232936287683117e+02,6.941994362692334164e-01
1.807867590454195579e+03,1.901137238763546407e+02,6.947079407173284427e-01
1.809307159353348652e+03,1.903991851065649143e+02,6.951974927967516926e-01
1.810746728252501953e+03,1.906852560167831996e+02,6.956884908069658202e-01
1.812186297151655026e+03,1.909719382588375822e+02,6.961809373237816123e-01
1.813625866050808327e+03,1.912592334891901942e+02,6.966748349317110067e-01
1.815065434949961400e+03,1.915471433689523906e+02,6.971701862239884084e-01
1.816505003849114701e+03,1.918356695639008080e+02,6.976669938025945594e-01
1.817944572748267774e+03,1.921248137444928830e+02,6.981652602782785211e-01
1.819384141647421075e+03,1.924145775858831939e+02,6.986649882705809889e-01
1.820823710546574375e+03,1.927049627679384685e+02,6.991661804078556086e-01
1.822263279445727449e+03,1.929959709752542665e+02,6.996688393272942896e-01
1.823702848344880749e+03,1.932823678481862544e+02,7.001540003957099634e-01
1.825142417244033822e+03,1.935675020633091492e+02,7.006338258330631064e-01
1.826581986143187123e+03,1.938532318572351301e+02,7.011150489972296507e-01
1.828021555042340196e+03,1.941395588155070300e+02,7.015976723160423090e-01
1.829461123941493497e+03,1.944264845280203815e+02,7.020816982254092231e-01
1.830900692840646570e+03,1.947140105890374571e+02,7.025671291693343923e-01
1.832340261739799871e+03,1.950021385972022472e+02,7.030539675999386562e-01
1.833779830638952944e+03,1.952908701555547850e+02,7.035422159774790130e-01
1.835219399538106245e+03,1.955802068715455846e+02,7.040318767703710456e-01
1.836658968437259318e+03,1.958701503570505338e+02,7.045229524552076850e-01
1.838098537336412619e+03,1.961026783678249501e+02,7.048069036557516043e-01
1.839538106235565692e+03,1.960484284698077602e+02,7.040605169296686450e-01
1.840977675134718993e+03,1.959938325681003164e+02,7.033140558741691750e-01
1.842417244033872294e+03,1.959388911477468866e+02,7.025675224026823873e-01
1.843856812933025367e+03,1.958836046949681986e+02,7.018209184268758838e-01
1.845296381832178668e+03,1.958279736971562670e+02,7.010742458566456836e-01
1.846735950731331741e+03,1.957719986428710683e+02,7.003275066001106719e-01
1.848175519630485041e+03,1.957156800218362491e+02,6.995807025636040510e-01
1.849615088529638115e+03,1.956590183249351185e+02,6.988338356516663463e-01
1.851054657428791415e+03,1.956020140442066690e+02,6.980869077670373013e-01
1.852494226327944489e+03,1.955446676728412854e+02,6.973399208106495495e-01
1.853933795227097789e+03,1.956616832083581414e+02,6.972154102950132160e-01
1.855373364126250863e+03,1.959466105646605456e+02,6.976889610725122148e-01
1.856812933025404163e+03,1.962321267377948857e+02,6.981638724916084948e-01
1.858252501924557237e+03,1.965182332755156835e+02,6.986401468924854363e-01
1.859692070823710537e+03,1.968049317297800656e+02,6.991177866230088300e-01
1.861131639722863611e+03,1.970922236567609502e+02,6.995967940387451955e-01
1.862571208622016911e+03,1.973801106168614581e+02,7.000771715029818765e-01
1.864010777521170212e+03,1.976685941747282698e+02,7.005589213867454701e-01
1.865450346420323285e+03,1.979576758992657233e+02,7.010420460688219224e-01
1.866889915319476586e+03,1.982473573636501385e+02,7.015265479357766232e-01
1.868329484218629659e+03,1.985376401453431470e+02,7.020124293819722805e-01
1.869769053117782960e+03,1.988231827403361649e+02,7.024808146526626551e-01
1.871208622016936033e+03,1.991076490412371527e+02,7.029446794117557573e-01
1.872648190916089334e+03,1.993926902607029490e+02,7.034098591689329494e-01
1.874087759815242407e+03,1.996783078838530514e+02,7.038763561289945736e-01
1.875527328714395708e+03,1.999645033997528003e+02,7.043441725038698253e-01
1.876966897613548781e+03,2.002512783014258275e+02,7.048133105126345166e-01
1.878406466512702082e+03,2.005386340858673009e+02,7.052837723815288395e-01
1.879846035411855155e+03,2.008265722540561455e+02,7.057555603439741310e-01
1.881285604311008456e+03,2.011150943109684874e+02,7.062286766405916349e-01
1.882725173210161529e+03,2.014042017655899315e+02,7.067031235192184901e-01
1.884164742109314830e+03,2.016938961309288914e+02,7.071789032349272697e-01
1.885604311008468130e+03,2.019777500396441496e+02,7.076334943120508036e-01
1.887043879907621204e+03,2.022616599641775963e+02,7.080875879044491450e-01
1.888483448806774504e+03,2.025461309275491146e+02,7.085429518115488046e-01
1.889923017705927577e+03,2.028311643539878162e+02,7.089995881089399266e-01
1.891362586605080878e+03,2.031167616714248538e+02,7.094574988788239223e-01
1.892802155504233951e+03,2.034029243115049326e+02,7.099166862100299014e-01
1.894241724403387252e+03,2.036896537095988435e+02,7.103771521980304371e-01
1.895681293302540325e+03,2.039769513048142642e+02,7.108388989449571094e-01
1.897120862201693626e+03,2.042648185400082639e+02,7.113019285596164920e-01
1.898560431100846699e+03,2.045532568617989000e+02,7.117662431575066950e-01
1.900000000000000000e+03,2.048422197183878382e+02,7.122316779583252044e-01
